id,name,rawBodyPart,rawEquipment,rawTarget,rawMuscleMetadata,rawSecondaryMuscles,currentCategory,currentPrimaryMuscle,currentSecondaryMuscles,currentLoadMechanism,currentLoadMode,currentBodyweightFactor,currentPlateBaseKind,inferredMovementFamily,inferredComplexity,inferredMachineResistanceClass,highestSeverity,flags,v2TargetKind,v2TargetResolved,v2TargetRegion,v2SecondaryResolved
ex-1012,Band twisting overhead press,shoulders,band,delts,triceps,triceps; upper back,other,shoulders,triceps; back,other,total,,none,vertical_press,compound,none_expected,low,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET,regional,shoulders,shoulders,triceps_brachii; back
ex-1369,Band two legs calf raise - (band under both legs) v. 2,lower legs,band,calves,ankles,ankles; feet,other,calves,core,other,total,,none,calf_raise,isolation,none_expected,low,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET,regional,lower_legs,lower_legs,lower_legs; lower_legs
ex-1013,Band underhand pulldown,back,band,lats,biceps,biceps; forearms,other,back,biceps; forearms,other,total,,none,pulldown,compound,none_expected,low,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET,anatomical,latissimus_dorsi,back,biceps_brachii; forearms
ex-1014,Band v-up,waist,band,abs,hip flexors,hip flexors,other,core,,other,total,,none,core,unknown,none_expected,medium,UNMAPPED_EQUIPMENT; CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET,anatomical,rectus_abdominis,core,hip_flexors
ex-1015,Band vertical pallof press,waist,band,abs,obliques,obliques; glutes,other,core,glutes,other,total,,none,core,unknown,none_expected,medium,UNMAPPED_EQUIPMENT; CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET,anatomical,rectus_abdominis,core,obliques; glutes
ex-1016,Band wrist curl,lower arms,band,forearms,biceps,biceps; triceps,other,forearms,biceps; triceps,other,total,,none,elbow_flexion,isolation,none_expected,low,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET,regional,forearms,forearms,biceps_brachii; triceps_brachii
ex-1017,Band y-raise,shoulders,band,delts,traps,traps; rhomboids,other,shoulders,core,other,total,,none,other,isolation,none_expected,medium,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,regional,shoulders,shoulders,trapezius; rhomboids
ex-0023,Barbell alternate biceps curl,upper arms,barbell,biceps,forearms,forearms,barbell,biceps,forearms,barbell,total,,user_bar,elbow_flexion,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,biceps_brachii,arms,forearms
ex-0024,Barbell bench front squat,upper legs,barbell,quads,hamstrings,hamstrings; glutes; calves,barbell,quadriceps,hamstrings; glutes; calves,barbell,total,,user_bar,squat,compound,none_expected,low,LOWER_BODY_COMPOUND_PRIMARY_QUADRICEPS_ONLY; RAW_MG_DIFFERS_FROM_TARGET,anatomical,quadriceps,upper_legs,hamstrings; glutes; lower_legs
ex-0025,Barbell bench press,chest,barbell,pectorals,triceps,triceps; shoulders,barbell,chest,triceps; core,barbell,total,,user_bar,bench_press,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,pectoralis_major,chest,triceps_brachii; shoulders
ex-0026,Barbell bench squat,upper legs,barbell,quads,glutes,glutes; hamstrings; calves,barbell,quadriceps,glutes; hamstrings; calves,barbell,total,,user_bar,squat,compound,none_expected,low,LOWER_BODY_COMPOUND_PRIMARY_QUADRICEPS_ONLY; RAW_MG_DIFFERS_FROM_TARGET,anatomical,quadriceps,upper_legs,glutes; hamstrings; lower_legs
ex-1316,Barbell bent arm pullover,back,barbell,lats,triceps,triceps; chest,barbell,back,triceps; core,barbell,total,,user_bar,other,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,latissimus_dorsi,back,triceps_brachii; chest
ex-0027,Barbell bent over row,back,barbell,upper back,biceps,biceps; forearms,barbell,back,biceps; forearms,barbell,total,,user_bar,row,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,back,back,biceps_brachii; forearms
ex-2407,Barbell biceps curl (with arm blaster),upper arms,barbell,biceps,forearms,forearms,barbell,biceps,forearms,barbell,total,,user_bar,elbow_flexion,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,biceps_brachii,arms,forearms
ex-0028,Barbell clean and press,upper legs,barbell,quads,hamstrings,hamstrings; glutes; shoulders; triceps,barbell,quadriceps,hamstrings; glutes; core; triceps,barbell,total,,user_bar,other,unknown,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,quadriceps,upper_legs,hamstrings; glutes; shoulders; triceps_brachii
ex-0029,Barbell clean-grip front squat,upper legs,barbell,glutes,quadriceps,quadriceps; hamstrings; calves; core,barbell,glutes,core; hamstrings; calves,barbell,total,,user_bar,squat,compound,none_expected,medium,LOWER_BODY_COMPOUND_PRIMARY_GLUTES_ONLY; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,regional,glutes,glutes,quadriceps; hamstrings; lower_legs; core
ex-0030,Barbell close-grip bench press,upper arms,barbell,triceps,chest,chest; shoulders,barbell,triceps,core,barbell,total,,user_bar,bench_press,compound,none_expected,medium,COMPOUND_SINGLE_MUSCLE_METADATA; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,chest; shoulders
ex-0031,Barbell curl,upper arms,barbell,biceps,forearms,forearms,barbell,biceps,forearms,barbell,total,,user_bar,elbow_flexion,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,biceps_brachii,arms,forearms
ex-0032,Barbell deadlift,upper legs,barbell,glutes,hamstrings,hamstrings; lower back,barbell,glutes,hamstrings; core,barbell,total,,user_bar,deadlift,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,glutes,glutes,hamstrings; lower_back
ex-0033,Barbell decline bench press,chest,barbell,pectorals,triceps,triceps; shoulders,barbell,chest,triceps; core,barbell,total,,user_bar,decline_press,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,pectoralis_major,chest,triceps_brachii; shoulders
ex-0034,Barbell decline bent arm pullover,back,barbell,lats,triceps,triceps; chest,barbell,back,triceps; core,barbell,total,,user_bar,other,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,latissimus_dorsi,back,triceps_brachii; chest
ex-0035,Barbell decline close grip to skull press,upper arms,barbell,triceps,chest,chest; shoulders,barbell,triceps,core,barbell,total,,user_bar,other,unknown,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,chest; shoulders
ex-1255,Barbell decline pullover,chest,barbell,pectorals,triceps,triceps; shoulders,barbell,chest,triceps; core,barbell,total,,user_bar,other,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,pectoralis_major,chest,triceps_brachii; shoulders
ex-0036,Barbell decline wide-grip press,chest,barbell,pectorals,triceps,triceps; shoulders,barbell,chest,triceps; core,barbell,total,,user_bar,bench_press,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,pectoralis_major,chest,triceps_brachii; shoulders
ex-0037,Barbell decline wide-grip pullover,back,barbell,lats,triceps,triceps; chest,barbell,back,triceps; core,barbell,total,,user_bar,other,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,latissimus_dorsi,back,triceps_brachii; chest
ex-0038,Barbell drag curl,upper arms,barbell,biceps,forearms,forearms,barbell,biceps,forearms,barbell,total,,user_bar,elbow_flexion,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,biceps_brachii,arms,forearms
ex-1370,Barbell floor calf raise,lower legs,barbell,calves,hamstrings,hamstrings,barbell,calves,hamstrings,barbell,total,,user_bar,calf_raise,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,lower_legs,lower_legs,hamstrings
ex-0039,Barbell front chest squat,upper legs,barbell,glutes,quadriceps,quadriceps; hamstrings; calves; core,barbell,glutes,core; hamstrings; calves,barbell,total,,user_bar,squat,compound,none_expected,medium,LOWER_BODY_COMPOUND_PRIMARY_GLUTES_ONLY; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,regional,glutes,glutes,quadriceps; hamstrings; lower_legs; core
ex-0041,Barbell front raise,shoulders,barbell,delts,biceps,biceps; triceps,barbell,shoulders,biceps; triceps,barbell,total,,user_bar,front_raise,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,shoulders,shoulders,biceps_brachii; triceps_brachii
ex-0040,Barbell front raise and pullover,chest,barbell,pectorals,deltoids,deltoids; triceps,barbell,chest,core; triceps,barbell,total,,user_bar,front_raise,isolation,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,pectoralis_major,chest,shoulders; triceps_brachii
ex-0042,Barbell front squat,upper legs,barbell,glutes,quadriceps,quadriceps; hamstrings; calves; core,barbell,glutes,core; hamstrings; calves,barbell,total,,user_bar,squat,compound,none_expected,medium,LOWER_BODY_COMPOUND_PRIMARY_GLUTES_ONLY; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,regional,glutes,glutes,quadriceps; hamstrings; lower_legs; core
ex-0043,Barbell full squat,upper legs,barbell,glutes,quadriceps,quadriceps; hamstrings; calves; core,barbell,glutes,core; hamstrings; calves,barbell,total,,user_bar,squat,compound,none_expected,medium,LOWER_BODY_COMPOUND_PRIMARY_GLUTES_ONLY; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,regional,glutes,glutes,quadriceps; hamstrings; lower_legs; core
ex-1461,Barbell full squat (back pov),upper legs,barbell,glutes,quadriceps,quadriceps; hamstrings; calves; core,barbell,glutes,core; hamstrings; calves,barbell,total,,user_bar,squat,compound,none_expected,medium,LOWER_BODY_COMPOUND_PRIMARY_GLUTES_ONLY; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,regional,glutes,glutes,quadriceps; hamstrings; lower_legs; core
ex-1462,Barbell full squat (side pov),upper legs,barbell,glutes,quadriceps,quadriceps; hamstrings; calves; core,barbell,glutes,core; hamstrings; calves,barbell,total,,user_bar,squat,compound,none_expected,medium,LOWER_BODY_COMPOUND_PRIMARY_GLUTES_ONLY; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,regional,glutes,glutes,quadriceps; hamstrings; lower_legs; core
ex-1545,Barbell full zercher squat,upper legs,barbell,glutes,quadriceps,quadriceps; hamstrings; calves; core,barbell,glutes,core; hamstrings; calves,barbell,total,,user_bar,squat,compound,none_expected,medium,LOWER_BODY_COMPOUND_PRIMARY_GLUTES_ONLY; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,regional,glutes,glutes,quadriceps; hamstrings; lower_legs; core
ex-1409,Barbell glute bridge,upper legs,barbell,glutes,hamstrings,hamstrings; lower back,barbell,glutes,hamstrings; core,barbell,total,,user_bar,hip_thrust,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,glutes,glutes,hamstrings; lower_back
ex-3562,Barbell glute bridge two legs on bench (male),upper legs,barbell,glutes,hamstrings,hamstrings; core,barbell,glutes,hamstrings; core,barbell,total,,user_bar,hip_thrust,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,glutes,glutes,hamstrings; core
ex-0044,Barbell good morning,upper legs,barbell,hamstrings,lower back,lower back,barbell,hamstrings,core,barbell,total,,user_bar,other,unknown,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,hamstrings,upper_legs,lower_back
ex-0045,Barbell guillotine bench press,chest,barbell,pectorals,shoulders,shoulders; triceps,barbell,chest,core; triceps,barbell,total,,user_bar,bench_press,compound,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,pectoralis_major,chest,shoulders; triceps_brachii
ex-0046,Barbell hack squat,upper legs,barbell,glutes,quadriceps,quadriceps; hamstrings; calves,barbell,glutes,core; hamstrings; calves,barbell,total,,user_bar,hack_squat,compound,none_expected,medium,LOWER_BODY_COMPOUND_PRIMARY_GLUTES_ONLY; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,regional,glutes,glutes,quadriceps; hamstrings; lower_legs
ex-1436,Barbell high bar squat,upper legs,barbell,glutes,quadriceps,quadriceps; hamstrings; calves; core,barbell,glutes,core; hamstrings; calves,barbell,total,,user_bar,squat,compound,none_expected,medium,LOWER_BODY_COMPOUND_PRIMARY_GLUTES_ONLY; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,regional,glutes,glutes,quadriceps; hamstrings; lower_legs; core
ex-0047,Barbell incline bench press,chest,barbell,pectorals,shoulders,shoulders; triceps,barbell,chest,core; triceps,barbell,total,,user_bar,incline_press,compound,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,pectoralis_major,chest,shoulders; triceps_brachii
ex-1719,Barbell incline close grip bench press,upper arms,barbell,triceps,chest,chest; shoulders,barbell,triceps,core,barbell,total,,user_bar,bench_press,compound,none_expected,medium,COMPOUND_SINGLE_MUSCLE_METADATA; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,chest; shoulders
ex-0048,Barbell incline reverse-grip press,upper arms,barbell,triceps,chest,chest; shoulders,barbell,triceps,core,barbell,total,,user_bar,other,unknown,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,chest; shoulders
ex-0049,Barbell incline row,back,barbell,upper back,biceps,biceps; forearms,barbell,back,biceps; forearms,barbell,total,,user_bar,row,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,back,back,biceps_brachii; forearms
ex-0050,Barbell incline shoulder raise,chest,barbell,serratus anterior,deltoids,deltoids; trapezius,barbell,chest,core,barbell,total,,user_bar,other,isolation,none_expected,high,UNMAPPED_TARGET; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,serratus_anterior,chest,shoulders; trapezius
ex-0051,Barbell jefferson squat,upper legs,barbell,glutes,quadriceps,quadriceps; hamstrings; calves,barbell,glutes,core; hamstrings; calves,barbell,total,,user_bar,squat,compound,none_expected,medium,LOWER_BODY_COMPOUND_PRIMARY_GLUTES_ONLY; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,regional,glutes,glutes,quadriceps; hamstrings; lower_legs
ex-0052,Barbell jm bench press,upper arms,barbell,triceps,chest,chest; shoulders,barbell,triceps,core,barbell,total,,user_bar,bench_press,compound,none_expected,medium,COMPOUND_SINGLE_MUSCLE_METADATA; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,chest; shoulders
ex-0053,Barbell jump squat,upper legs,barbell,glutes,quadriceps,quadriceps; hamstrings; calves,barbell,glutes,core; hamstrings; calves,barbell,total,,user_bar,squat,compound,none_expected,medium,LOWER_BODY_COMPOUND_PRIMARY_GLUTES_ONLY; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,regional,glutes,glutes,quadriceps; hamstrings; lower_legs
ex-1410,Barbell lateral lunge,upper legs,barbell,glutes,quadriceps,quadriceps; hamstrings; calves,barbell,glutes,core; hamstrings; calves,barbell,total,,user_bar,lunge,compound,none_expected,medium,LOWER_BODY_COMPOUND_PRIMARY_GLUTES_ONLY; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,regional,glutes,glutes,quadriceps; hamstrings; lower_legs
ex-1435,Barbell low bar squat,upper legs,barbell,glutes,quadriceps,quadriceps; hamstrings; calves,barbell,glutes,core; hamstrings; calves,barbell,total,,user_bar,squat,compound,none_expected,medium,LOWER_BODY_COMPOUND_PRIMARY_GLUTES_ONLY; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,regional,glutes,glutes,quadriceps; hamstrings; lower_legs
ex-0054,Barbell lunge,upper legs,barbell,glutes,quadriceps,quadriceps; hamstrings; calves,barbell,glutes,core; hamstrings; calves,barbell,total,,user_bar,lunge,compound,none_expected,medium,LOWER_BODY_COMPOUND_PRIMARY_GLUTES_ONLY; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,regional,glutes,glutes,quadriceps; hamstrings; lower_legs
ex-1720,Barbell lying back of the head tricep extension,upper arms,barbell,triceps,shoulders,shoulders,barbell,triceps,core,barbell,total,,user_bar,elbow_extension,isolation,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,shoulders
ex-0055,Barbell lying close-grip press,upper arms,barbell,triceps,chest,chest; shoulders,barbell,triceps,core,barbell,total,,user_bar,other,unknown,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,chest; shoulders
ex-0056,Barbell lying close-grip triceps extension,upper arms,barbell,triceps,shoulders,shoulders,barbell,triceps,core,barbell,total,,user_bar,elbow_extension,isolation,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,shoulders
ex-0057,Barbell lying extension,upper arms,barbell,triceps,shoulders,shoulders,barbell,triceps,core,barbell,total,,user_bar,elbow_extension,isolation,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,shoulders
ex-0058,Barbell lying lifting (on hip),upper legs,barbell,glutes,hamstrings,hamstrings; quadriceps,barbell,glutes,hamstrings; core,barbell,total,,user_bar,other,unknown,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,glutes,glutes,hamstrings; quadriceps
ex-0059,Barbell lying preacher curl,upper arms,barbell,biceps,forearms,forearms,barbell,biceps,forearms,barbell,total,,user_bar,elbow_flexion,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,biceps_brachii,arms,forearms
ex-0061,Barbell lying triceps extension,upper arms,barbell,triceps,shoulders,shoulders,barbell,triceps,core,barbell,total,,user_bar,elbow_extension,isolation,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,shoulders
ex-0060,Barbell lying triceps extension skull crusher,upper arms,barbell,triceps,shoulders,shoulders,barbell,triceps,core,barbell,total,,user_bar,elbow_extension,isolation,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,shoulders
ex-0063,Barbell narrow stance squat,upper legs,barbell,glutes,quadriceps,quadriceps; hamstrings; calves,barbell,glutes,core; hamstrings; calves,barbell,total,,user_bar,squat,compound,none_expected,medium,LOWER_BODY_COMPOUND_PRIMARY_GLUTES_ONLY; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,regional,glutes,glutes,quadriceps; hamstrings; lower_legs
ex-0064,Barbell one arm bent over row,back,barbell,upper back,biceps,biceps; forearms,barbell,back,biceps; forearms,barbell,total,,user_bar,row,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,back,back,biceps_brachii; forearms
ex-0065,Barbell one arm floor press,upper arms,barbell,triceps,chest,chest; shoulders,barbell,triceps,core,barbell,total,,user_bar,other,unknown,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,chest; shoulders
ex-0066,Barbell one arm side deadlift,upper legs,barbell,glutes,hamstrings,hamstrings; quadriceps; lower back,barbell,glutes,hamstrings; core,barbell,total,,user_bar,deadlift,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,glutes,glutes,hamstrings; quadriceps; lower_back
ex-0067,Barbell one arm snatch,shoulders,barbell,delts,traps,traps; forearms; core,barbell,shoulders,core; forearms,barbell,total,,user_bar,other,unknown,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,regional,shoulders,shoulders,trapezius; forearms; core
